rebalance_date,selection_date,rank,symbol,holding_name,score,ret_3m,ret_6m,median_daily_value,median_daily_volume,coverage_ratio,score_momentum,score_value,score_quality,score_low_risk,score_liquidity,has_fundamentals,fundamental_period_end,fundamental_filing_date,earnings_yield,book_to_price,roe,roa,cash_conversion,leverage_inverse,revenue_growth,net_income_growth,positive_earnings_count_4p,margin_stability_4p,fundamental_row_age_days,target_weight
2022-08-01,2022-07-31,7,HELI,Heliopolis Housing,0.5650549450549451,0.10317460317460303,-0.10032362459546929,15580219.530000001,3104932.0,1.0,0.5646258503401361,0.673076923076923,0.5807692307692308,0.23809523809523808,0.8095238095238095,False,,,,,,,,,,,,,,0.125
2022-08-01,2022-07-31,8,CCAP,QALA For Financial Investments,0.5523809523809524,-0.031746031746031744,0.025210084033613578,4977444.36,3931049.0,1.0,0.6394557823129252,0.5,0.5,0.507936507936508,0.5238095238095238,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,1,ABUK,Abou Kir Fertilizers,0.7207142857142858,0.0011881188118811892,0.18685446009389683,20057085.0,823879.0,1.0,0.8775510204081634,0.44230769230769224,0.4826923076923077,0.9523809523809523,0.8571428571428571,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,2,AMOC,Alexandria Mineral Oils Company,0.696098901098901,0.1595441595441598,0.08533333333333348,4813673.92,1290162.0,1.0,0.8503401360544218,0.7499999999999999,0.5519230769230768,0.6349206349206349,0.42857142857142855,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,3,JUFO,Juhayna Food Industries,0.65996336996337,-0.16837315130830488,0.1421874999999999,379599.36000000004,51449.0,1.0,1.0000000000000002,0.44230769230769224,0.48846153846153845,0.761904761904762,0.09523809523809523,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,4,HRHO,EFG Holding,0.6511538461538462,-0.012524084778420153,-0.1500829187396352,27134226.900000002,2946775.0,1.0,0.7142857142857143,0.5,0.5057692307692307,0.7301587301587302,0.9047619047619048,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,5,HELI,Heliopolis Housing,0.5906959706959708,0.2426778242677825,0.001686340640809636,17266736.16,3231371.0,1.0,0.6870748299319729,0.6346153846153846,0.5807692307692308,0.1746031746031746,0.8095238095238095,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,6,RMDA,Tenth Of Ramadan Pharmaceutical Industries&Diagnostic-Rameda,0.5892490842490844,0.36956521739130443,0.3034482758620689,2273373.39,1368992.0,1.0,0.7346938775510206,0.5,0.5057692307692307,0.746031746031746,0.19047619047619047,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,7,CCAP,QALA For Financial Investments,0.5619047619047619,0.12500000000000022,-0.11184210526315785,6680469.899999999,5475795.0,1.0,0.6258503401360545,0.5,0.5,0.6031746031746033,0.5238095238095238,False,,,,,,,,,,,,,,0.125
2022-09-01,2022-08-31,8,EAST,Eastern Company,0.5456776556776557,-0.09713574097135735,-0.07051282051282048,7816177.159999999,973372.0,1.0,0.6666666666666667,0.44230769230769224,0.48846153846153845,0.42857142857142866,0.6190476190476191,False,,,,,,,,,,,,,,0.125
