family,scope,holdout_excess_vs_dca,holdout_twr_total_return,holdout_cagr,holdout_sharpe,holdout_max_drawdown,meta_json
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 7, ""bear_ma"": 200, ""buy_threshold"": -35.0, ""cci_len"": 30, ""kama_fast"": 5, ""kama_len"": 33, ""kama_slow"": 53, ""mfi_len"": 13, ""mfi_threshold"": 40.0, ""trend_buffer_atr"": 1.7}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 9, ""bear_ma"": 200, ""buy_threshold"": -45.0, ""cci_len"": 26, ""kama_fast"": 5, ""kama_len"": 27, ""kama_slow"": 48, ""mfi_len"": 18, ""mfi_threshold"": 35.0, ""trend_buffer_atr"": 1.7}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 12, ""bear_ma"": 200, ""buy_threshold"": -45.0, ""cci_len"": 28, ""kama_fast"": 5, ""kama_len"": 21, ""kama_slow"": 58, ""mfi_len"": 19, ""mfi_threshold"": 45.0, ""trend_buffer_atr"": 1.3}"
dca_pullback_mfi_guard,etf_holdout,0.00948435397963876,0.5705958272488749,0.38027836858102604,1.9131935396220123,0.13440144024136114,"{""atr_len"": 9, ""bear_ma"": 200, ""buy_threshold"": -45.0, ""cci_len"": 27, ""kama_fast"": 5, ""kama_len"": 20, ""kama_slow"": 59, ""mfi_len"": 14, ""mfi_threshold"": 35.0, ""trend_buffer_atr"": 1.9}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 9, ""buy_threshold"": -40.0, ""cci_len"": 29, ""forced_frac"": 0.33, ""kama_fast"": 4, ""kama_len"": 38, ""kama_slow"": 50, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.1}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 11, ""buy_threshold"": -40.0, ""cci_len"": 29, ""forced_frac"": 0.33, ""kama_fast"": 5, ""kama_len"": 34, ""kama_slow"": 51, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.3}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 10, ""buy_threshold"": -45.0, ""cci_len"": 27, ""forced_frac"": 0.33, ""kama_fast"": 4, ""kama_len"": 20, ""kama_slow"": 55, ""max_wait_months"": 3, ""trend_buffer_atr"": 2.0}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 7, ""buy_threshold"": -45.0, ""cci_len"": 26, ""forced_frac"": 0.33, ""kama_fast"": 5, ""kama_len"": 19, ""kama_slow"": 54, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.7}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 8, ""buy_threshold"": -40.0, ""cci_len"": 29, ""forced_frac"": 0.33, ""kama_fast"": 5, ""kama_len"": 22, ""kama_slow"": 45, ""max_wait_months"": 3, ""trend_buffer_atr"": 2.0}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 12, ""buy_threshold"": -45.0, ""cci_len"": 26, ""forced_frac"": 0.33, ""kama_fast"": 4, ""kama_len"": 27, ""kama_slow"": 47, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.9}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 8, ""buy_threshold"": -40.0, ""cci_len"": 28, ""forced_frac"": 0.33, ""kama_fast"": 4, ""kama_len"": 30, ""kama_slow"": 52, ""max_wait_months"": 3, ""trend_buffer_atr"": 2.0}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 12, ""buy_threshold"": -45.0, ""cci_len"": 26, ""forced_frac"": 0.33, ""kama_fast"": 5, ""kama_len"": 37, ""kama_slow"": 57, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.3}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 12, ""buy_threshold"": -35.0, ""cci_len"": 30, ""forced_frac"": 0.33, ""kama_fast"": 3, ""kama_len"": 27, ""kama_slow"": 54, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.5}"
dca_pullback_force_deploy,etf_holdout,0.007867885650307382,0.5689793589195435,0.379264085348217,1.9086536488465449,0.13439931411771056,"{""atr_len"": 8, ""buy_threshold"": -35.0, ""cci_len"": 30, ""forced_frac"": 0.33, ""kama_fast"": 4, ""kama_len"": 33, ""kama_slow"": 45, ""max_wait_months"": 3, ""trend_buffer_atr"": 1.7}"
annual_top10_basket_immediate,basket_holdout,-0.004110500778933046,0.5570009724903031,0.3717386785241237,1.7458063240860293,0.10504143671948951,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 6, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 12}"
annual_top10_stock_pullback,stock_holdout,-0.007664113440449594,0.5534473598287866,0.3695029434382948,1.1847714107334295,0.1906380095468565,"{""coverage_min"": 0.6758620689655173, ""coverage_under_95_count"": 5, ""lookback_bars"": 126, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 10}"
annual_top10_stock_pullback,stock_holdout,-0.012737163664331863,0.5483743096049043,0.3663087253909041,1.4774893047782505,0.13382775515322864,"{""coverage_min"": 0.6758620689655173, ""coverage_under_95_count"": 7, ""lookback_bars"": 189, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 12}"
annual_top10_stock_immediate,stock_holdout,-0.01324976590220861,0.5478617073670276,0.36598580178812123,1.7247750977322172,0.10429640665110751,"{""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 6, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 12}"
annual_top10_basket_pullback,basket_holdout,-0.051350689917160075,0.5097607833520761,0.3418968257951125,1.5194291717768058,0.14728655958193426,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 4, ""lookback_bars"": 189, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_basket_immediate,basket_holdout,-0.05306626284206373,0.5080452104271724,0.34080810471328005,1.4704408715132018,0.15011153054449278,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 4, ""lookback_bars"": 189, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_stock_immediate,stock_holdout,-0.06746158921861434,0.4936498840506218,0.33165866033237057,1.441677905125667,0.14948173824676325,"{""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 4, ""lookback_bars"": 189, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 8}"
annual_top10_stock_pullback,stock_holdout,-0.08199427227140932,0.47911720099782684,0.32239628533718956,1.312014792977258,0.16808390716502386,"{""coverage_min"": 0.8482758620689655, ""coverage_under_95_count"": 6, ""lookback_bars"": 252, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 12}"
annual_top10_stock_pullback,stock_holdout,-0.11875805982688048,0.4423534134423557,0.2988477844986286,1.131404924342132,0.17157114689451924,"{""coverage_min"": 0.6758620689655173, ""coverage_under_95_count"": 5, ""lookback_bars"": 189, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 10}"
annual_top10_basket_immediate,basket_holdout,-0.14684625123488493,0.41426522203435123,0.28074044698267864,1.215833686804822,0.1217042360872278,"{""basket_start_date"": ""2015-01-15"", ""coverage_min"": 0.6758620689655173, ""coverage_under_95_count"": 3, ""lookback_bars"": 378, ""membership_last_effective_date"": ""2025-02-01"", ""top_n"": 5}"
